STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
30,001,Beaverhead,Montana,9246,+45.221056,-112.696186
30,003,Big Horn,Montana,12865,+45.565831,-107.502778
30,005,Blaine,Montana,6491,+48.441261,-108.899086
30,007,Broadwater,Montana,5612,+46.302846,-111.535578
30,009,Carbon,Montana,10078,+45.321484,-109.084478
30,011,Carter,Montana,1160,+45.679127,-104.523733
30,013,Cascade,Montana,81327,+47.491839,-111.306258
30,015,Chouteau,Montana,5813,+47.956366,-110.403274
30,017,Custer,Montana,11699,+46.403369,-105.817008
30,019,Daniels,Montana,1751,+48.783416,-105.430320
30,021,Dawson,Montana,8966,+47.134482,-104.750559
30,023,Deer Lodge,Montana,9298,+46.137755,-112.954087
30,025,Fallon,Montana,2890,+46.358863,-104.309448
30,027,Fergus,Montana,11586,+47.097548,-109.417095
30,029,Flathead,Montana,90928,+48.247204,-114.279524
30,031,Gallatin,Montana,89513,+45.682805,-111.128283
30,033,Garfield,Montana,1206,+47.299773,-106.977830
30,035,Glacier,Montana,13399,+48.602920,-112.799156
30,037,Golden Valley,Montana,884,+46.287061,-109.139695
30,039,Granite,Montana,3079,+46.448832,-113.293879
30,041,Hill,Montana,16096,+48.515786,-109.762794
30,043,Jefferson,Montana,11406,+46.254092,-112.053101
30,045,Judith Basin,Montana,2072,+47.102395,-110.177445
30,047,Lake,Montana,28746,+47.601938,-114.120003
30,049,Lewis and Clark,Montana,63395,+46.644770,-112.021955
30,051,Liberty,Montana,2339,+48.563509,-111.000283
30,053,Lincoln,Montana,19687,+48.545504,-115.437677
30,055,McCone,Montana,1734,+47.561984,-105.644548
30,057,Madison,Montana,7691,+45.435990,-111.949217
30,059,Meagher,Montana,1891,+46.526827,-110.875445
30,061,Mineral,Montana,4223,+47.185566,-114.899744
30,063,Missoula,Montana,109299,+46.875472,-114.019007
30,065,Musselshell,Montana,4538,+46.417552,-108.490425
30,067,Park,Montana,15636,+45.597090,-110.599015
30,069,Petroleum,Montana,494,+47.012441,-108.296716
30,071,Phillips,Montana,4253,+48.374315,-107.857685
30,073,Pondera,Montana,6153,+48.210126,-112.144580
30,075,Powder River,Montana,1743,+45.440737,-105.535004
30,077,Powell,Montana,7027,+46.449212,-112.760484
30,079,Prairie,Montana,1179,+46.807847,-105.269953
30,081,Ravalli,Montana,40212,+46.352649,-114.117267
30,083,Richland,Montana,9746,+47.718572,-104.203904
30,085,Roosevelt,Montana,10425,+48.132541,-105.247660
30,087,Rosebud,Montana,9233,+45.907996,-106.611337
30,089,Sanders,Montana,11413,+47.636131,-115.177085
30,091,Sheridan,Montana,3384,+48.737464,-104.499376
30,093,Silver Bow,Montana,34200,+45.987960,-112.524356
30,095,Stillwater,Montana,9117,+45.613806,-109.249493
30,097,Sweet Grass,Montana,3651,+45.830248,-109.915919
30,099,Teton,Montana,6073,+47.771875,-112.054612
30,101,Toole,Montana,5324,+48.585262,-111.853380
30,103,Treasure,Montana,718,+46.255884,-107.241002
30,105,Valley,Montana,7369,+48.233939,-106.546143
30,107,Wheatland,Montana,2168,+46.459736,-109.844091
30,109,Wibaux,Montana,1017,+46.969011,-104.196159
30,111,Yellowstone,Montana,147972,+45.791309,-108.539417
