STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
31,001,Adams,Nebraska,31364,+40.583763,-098.414536
31,003,Antelope,Nebraska,6685,+42.149596,-098.056830
31,005,Arthur,Nebraska,460,+41.569808,-101.673813
31,007,Banner,Nebraska,690,+41.557925,-103.702088
31,009,Blaine,Nebraska,478,+41.901108,-100.007203
31,011,Boone,Nebraska,5505,+41.680180,-098.016360
31,013,Box Butte,Nebraska,11308,+42.135040,-102.903704
31,015,Boyd,Nebraska,2099,+42.891084,-098.730816
31,017,Brown,Nebraska,3145,+42.538836,-099.852141
31,019,Buffalo,Nebraska,46102,+40.737667,-099.070160
31,021,Burt,Nebraska,6858,+41.845797,-096.342540
31,023,Butler,Nebraska,8395,+41.248949,-097.141234
31,025,Cass,Nebraska,25241,+40.946526,-096.062535
31,027,Cedar,Nebraska,8852,+42.576273,-097.254860
31,029,Chase,Nebraska,3966,+40.500254,-101.619767
31,031,Cherry,Nebraska,5713,+42.784561,-100.754886
31,033,Cheyenne,Nebraska,9998,+41.166245,-102.982623
31,035,Clay,Nebraska,6542,+40.545465,-098.029666
31,037,Colfax,Nebraska,10515,+41.517571,-097.076554
31,039,Cuming,Nebraska,9139,+41.897578,-096.759175
31,041,Custer,Nebraska,10939,+41.401093,-099.672832
31,043,Dakota,Nebraska,21006,+42.445678,-096.441515
31,045,Dawes,Nebraska,9182,+42.785306,-103.066266
31,047,Dawson,Nebraska,24326,+40.828531,-099.858944
31,049,Deuel,Nebraska,1941,+41.088793,-102.345568
31,051,Dixon,Nebraska,6000,+42.438517,-096.830002
31,053,Dodge,Nebraska,36691,+41.473485,-096.530630
31,055,Douglas,Nebraska,517110,+41.259910,-096.061471
31,057,Dundy,Nebraska,2008,+40.093189,-101.601584
31,059,Fillmore,Nebraska,5890,+40.540682,-097.578024
31,061,Franklin,Nebraska,3225,+40.187621,-098.946914
31,063,Frontier,Nebraska,2756,+40.607972,-100.404194
31,065,Furnas,Nebraska,4959,+40.248006,-099.925599
31,067,Gage,Nebraska,22311,+40.274482,-096.714139
31,069,Garden,Nebraska,2057,+41.422768,-102.320765
31,071,Garfield,Nebraska,2049,+41.800943,-099.107238
